label,authors_1,authors_2,title_1,title_2,venue_1,venue_2,year_1,year_2
0,"peter dadam , wolfgang klas","m. winslett , k. chang , a. doan , j. han , c. zhai , y. zhou",the database and information system research group at the university of ulm,database research at the university of illinois at urbana-champaign,sigmod record,acm sigmod record,1997,2002
0,"svein erik bratsberg , rune humborstad","roger bamford , rafiul ahad , angelo pruscino",online scaling in a highly available database,a scalable and highly available networked database architecture,vldb,very large data bases,2001,1999
0,"yuguo liu , yiming li , pradip kanjamala , rui chen , yonghui wang , peter z. revesz",peter z. revesz,the mlpq/gis constraint database system,safe query languages for constraint databases,sigmod conference,acm transactions on database systems ( tods ),2000,1998
0,"quan z. sheng , anne h. h. ngu , ron lei , du q. huynh","ashoka savasere , edward omiecinski , shamkant b. navathe",combining multi-visual features for efficient indexing in a large image database,an efficient algorithm for mining association rules in large databases,vldb j.,very large data bases,2001,1995
0,elisa bertino,"martin s. olivier , sebastiaan h. von solms",index configuration in object-oriented databases,a taxonomy for secure object-oriented databases,vldb j.,acm transactions on database systems ( tods ),1994,1994
0,h. v. jagadish,"doug fang , shahram ghandeharizadeh , dennis mcleod",databases for networks,an experimental object-based sharing system for networked databases,sigmod conference,the vldb journal -- the international journal on very large data bases,1994,1996
0,"giuseppe de giacomo , moshe y. vardi , maurizio lenzerini , diego calvanese","feng peng , sudarshan s. chawathe",reasoning on regular path queries,xpath queries on streaming data,sigmod record,international conference on management of data,2003,2003
0,"guido moerkotte , jens claußen , klaus peithner , alfons kemper",edward sciore,optimizing queries with universal quantification in object-oriented and object-relational databases,versioning and configuration management in an object-oriented data model,vldb,the vldb journal -- the international journal on very large data bases,1997,1994
1,"joel h. saltz , john burgess , felipe cariño , william o'connell","felipe cari &#241; o , william o'connell , john burgess , joel h. saltz","active storage hierarchy , database systems and applications - socratic exegesis","active storage hierarchy , database systems and applications - socratic exegesis",vldb,very large data bases,1999,1999
0,"michael d. soo , richard t. snodgrass , michael h. böhlen","claudio bettini , x. sean wang , elisa bertino , sushil jajodia",coalescing in temporal databases,semantic assumptions and query evaluation in temporal databases,vldb,international conference on management of data,1996,1995
1,"laks v. s. lakshmanan , jian pei , yan zhao","laks v. s. lakshmanan , jian pei , yan zhao",qc-trees : an efficient summary structure for semantic olap,qc-trees : an efficient summary structure for semantic olap,sigmod conference,international conference on management of data,2003,2003
0,dan suciu,peter z. revesz,query decomposition and view maintenance for query languages for unstructured data,safe query languages for constraint databases,vldb,acm transactions on database systems ( tods ),1996,1998
0,"kevin chen-chuan chang , seung-won hwang","a. kemper , g. moerkotte , k. peithner , m. steinbrunn",minimal probing : supporting expensive predicates for top-k queries,optimizing disjunctive queries with expensive predicates,sigmod conference,international conference on management of data,2002,1994
1,"nandit soparkar , krithi ramamritham","krithi ramamritham , nandit soparkar",report on dart ' 96 : databases : active and real-time ( concepts meet practice ),report on dart ' 96 : databases : active and real-time ( concepts meet practice ),sigmod record,acm sigmod record,1997,1997
1,"khaled yagoub , dan suciu , alon y. levy , daniela florescu","daniela florescu , alon y. levy , dan suciu , khaled yagoub",optimization of run-time management of data intensive web-sites,optimization of run-time management of data intensive web-sites,vldb,very large data bases,1999,1999
0,"d. wildfogel , ramana yerneni",greg hope,efficient testing of high performance transaction processing systems,enterprise transaction processing on windows nt,vldb,international conference on management of data,1997,1995
0,"umeshwar dayal , ming-chien shan , angela bonifati , fabio casati","wenke lee , wei fan",warehousing workflow data : challenges and opportunities,mining system audit data : opportunities and challenges,vldb,acm sigmod record,2001,2001
0,"sihem amer-yahia , divesh srivastava , sungran cho , laks v. s. lakshmanan","ulrich g &#252; ntzer , wolf-tilo balke , werner kie &#223; ling",optimizing the secure evaluation of twig queries,optimizing multi-feature queries for image databases,vldb,very large data bases,2002,2000
1,james chong,james chong,real business processing meets the web,real business processing meets the web,sigmod conference,international conference on management of data,1998,1998
1,"hector garcia-molina , luis gravano , kevin chen-chuan chang , andreas paepcke","luis gravano , chen-chuan k. chang , h &#233; ctor garc &#237; a-molina , andreas paepcke",starts : stanford proposal for internet meta-searching ( experience paper ),starts : stanford proposal for internet meta-searching,sigmod conference,international conference on management of data,1997,1997
0,"jan chomicki , david toman , michael h. böhlen","x. sean wang , claudio bettini , alexander brodsky , sushil jajodia",querying atsql databases with temporal logic,logical design for temporal databases with multiple granularities,acm trans . database syst .,acm transactions on database systems ( tods ),2001,1997
0,"sibel adali , yannis papakonstantinou , k. selçuk candan , v. s. subrahmanian","gustavo alonso , claus hagen , hans-j &#246; rg schek , markus tresch",query caching and optimization in distributed mediator systems,distributed processing over stand-alone systems and applications,sigmod conference,very large data bases,1996,1997
0,"bharat k. bhargava , evaggelia pitoura","haitao jiang , ahmed k. elmagarmid",a framework for providing consistent and recoverable agent-based access to heterogeneous in mobile databases,spatial and temporal content-based access to hypervideo databases,sigmod record,the vldb journal -- the international journal on very large data bases,1995,1998
0,daniel a. keim,"isabel f. cruz , m. averbuch , wendy t. lucas , melissa radzyminski , kirby zhang",pixel-oriented database visualizations,delaunay : a database visualization system,sigmod record,international conference on management of data,1996,1997
1,"randall g. bello , william d. norcott , mohamed ziauddin , harry sun , karl dias , alan downing , james j. feenan jr. , andrew witkowski , james l. finnerty","randall g. bello , karl dias , alan downing , james j. feenan , jr. , james l. finnerty , william d. norcott , harry sun , andrew witkowski , mohamed ziauddin",materialized views in oracle,materialized views in oracle,vldb,very large data bases,1998,1998
0,"brian cooper , gísli r. hjaltason , michael j. franklin , neal sample , moshe shadmon","yannis papakonstantinou , vasilis vassalos",a fast index for semistructured data,query rewriting for semistructured data,vldb,international conference on management of data,2001,1999
0,jean-luc hainaut,"le gruenwald , leonard brown , ravi dirckze , sylvain guinepain , carlos sanchez , brian summers , sirirut vanichayobon",research in database engineering at the university of namur,database research at the university of oklahoma,sigmod record,acm sigmod record,2003,1999
0,"divesh srivastava , nick koudas","peter j. haas , joseph m. hellerstein",data stream query processing : a tutorial,online query processing : a tutorial,vldb,international conference on management of data,2003,2001
1,li yang,li yang,a hypertext query language for images,a hypertext query language for images,sigmod record,acm sigmod record,1994,1994
